a,b
0.95,0.222222222
0,0.909090909
0.666666667,0.454545455
0,0.75
0.714285714,0.75
0.863636364,0.8
0,0.923076923
0,0.875
0.8,0.615384615
0.909090909,0.764705882
0.84,0.545454545
0.9,0.416666667
0,0.913043478
0.722222222,0.76
0.882352941,0.772727273
0,0.8125
0.538461538,0.888888889
0.631578947,0.666666667
0.684210526,0.733333333
0,0.846153846
0.923076923,0.733333333
0.6,0.823529412
0.875,0.647058824
0.576923077,0.896551724
0.666666667,0.545454545
0,0.62962963
0,0.517241379
0.333333333,0.65625
1,0.851851852
0.588235294,0.3125
1,0.76744186
0,0.461538462
0,0.842105263
0.619047619,0.705882353
0.8,0.909090909
0.585365854,0.696969697
0,0.4
0.75,0.857142857
0.882352941,0.782608696
0,0.8
0,0.68
0.652173913,0.461538462
0,0.789473684
1,0.615384615
0,0.833333333
0.826086957,0.782608696
0.941176471,0.714285714
0.307692308,0.8125
0.727272727,0.6875
0,0.461538462
0.846153846,0.722222222
0,0.647058824
0,0.833333333
0,0.333333333
0,0.578947368
0.638888889,0.777777778
0,0.818181818
0.869565217,0.857142857
0.176470588,0.833333333
0,0.916666667
0,0.763636364
0,0.826086957
0.727272727,0.703703704
0.846153846,0.935483871
0,0.777777778
0,0.222222222
0.95,0.5
0,0.80952381
0.583333333,0.35
0.533333333,1
0,0.666666667
0,0.636363636
0,0.684210526
0,0.833333333
0.636363636,0.545454545
0.791666667,0.727272727
0,0.375
0,0.923076923
0,0.96
0,0.636363636
0.695652174,0.142857143
0.928571429,0.666666667
0.461538462,0.75
0,0.705882353
0,0.454545455
0.8125,0.235294118
0,0.571428571
0.615384615,0.833333333
0.548387097,0.875
0,0.9
0,0.826086957
0.714285714,0.181818182
0,0.642857143
0.464285714,0.444444444
0.736842105,0.388888889
0.625,0.914285714
0.583333333,0.9
0,0.894736842
0,0.363636364
0.666666667,0.818181818
0,0.6
0.666666667,0.661157025
0.526315789,0.708860759
0,0.894736842
0.848484848,0.6
0.777777778,0.818181818
0,0.470588235
0.923076923,0.727272727
0.676470588,0.666666667
0,0.888888889
0.517241379,0.642857143
0.791666667,0.833333333
0.4,0.62962963
0,0.631578947
0,0.583333333
0.785714286,0.333333333
0.6,0.714285714
0.725806452,0.384615385
0.777777778,0.565217391
0.523809524,0.9
0.722222222,0.416666667
0,0.5
0,0.882352941
0,0.5
0.619047619,0.666666667
0,0.473684211
0.666666667,0.833333333
0.642857143,0.733333333
0,0.785714286
0,0.555555556
0.538461538,0.625
0.75,0.8
0.866666667,0.85
0,0.933333333
0.743589744,0.875
0.777777778,0.8
0,0.75
0.666666667,0.8
0,0.903225806
0,0.785714286
0.777777778,0.47826087
0.725490196,0.727272727
0,0.636363636
0.6,0.88
0.730769231,0.666666667
0.266666667,0.733333333
0,0.823529412
0.3,0.823529412
0.590909091,0.71875
0.833333333,0.916666667
0,0.636363636
0.730769231,0.875
0.785714286,0.866666667
0.789473684,0.315789474
0,0.72
0.789473684,0.733333333
0,0.545454545
1,0.681818182
0.75,0.928571429
0,0.65
0.846153846,0.333333333
0.84,0.666666667
0,0.636363636
0,0.777777778
0.461538462,0.9
0.076923077,0.857142857
0,0.923076923
0,0.583333333
0,0.846153846
0,0.2
0.64,0.4
0,0.75
0,0.9
0.529411765,0.833333333
0.673469388,0.789473684
0.714285714,0.793103448
0.965517241,0.428571429
0,0.8125
0,0.933333333
0,0.75
0,0.818181818
0,0.777777778
0.363636364,0.833333333
0,0.75
0,0.891891892
0.736842105,0.1875
0,0.631578947
0,0.714285714
0.470588235,0.692307692
0,0.615384615
0.64,0.642857143
0.833333333,0.5625
0.580645161,0.142857143
0,0.8125
0.545454545,0.75
0,0.571428571
0.564102564,0.679012346
0.307692308,0.9
0.647058824,0.733333333
0,0.722222222
0.625,0.764705882
0.538461538,0.923076923
0,0.7
0,0.909090909
0,0.68
0,0.52173913
0.777777778,0.744186047
0,0.6
0.666666667,0.95
0.64516129,0.80952381
0,0.8
0,0.6
0,0.727272727
0.611111111,1
0.571428571,0.428571429
0,0.5
0,0.5
0,0.818181818
0.705882353,0.5
0.655172414,0.764705882
0,0.909090909
0,0.75
0,0.75
0.791666667,0.411764706
0,0.875
0,0.833333333
0.454545455,0.666666667
0,0.733333333
0.55,0.692307692
0,0.75
0,0.875
0.382352941,0.46875
0,0.764705882
0.634146341,0.684210526
0.65,0.647058824
0,0.7
0,0.818181818
0,0.666666667
0,0.75
0,0.916666667
0.4,0.545454545
0.833333333,0.842105263
0,0.84375
0.571428571,0.785714286
0.774193548,0.958333333
0.736842105,0.840909091
0,0.882352941
0.947368421,0.777777778
0,0.909090909
0,0.8
0.25,0.923076923
0,0.6
0.545454545,0.71875
0.814814815,0.764705882
0,0.6
0.8125,0.666666667
0.8,1
0,0.823529412
0.863636364,0.8125
0,0.8
0,0.85
0.785714286,0.909090909
0.1,0.833333333
0.692307692,0.823529412
0.92,0.789473684
0.708333333,0.823529412
0.6,0.888888889
0.357142857,0.8125
0.571428571,0.7
0.647058824,0.916666667
0.95,0.782608696
0.818181818,0.916666667
0.25,0.55
0,0.75
0,0.727272727
0.47826087,0.636363636
0.88,0.666666667
0.446428571,0.625
0,0.8125
0,0.666666667
0,0.941176471
0,0.933333333
0.833333333,0.733333333
0.875,0.8
1,0.6
0.352941176,0.818181818
0.466666667,0.125
0,0.785714286
0,0.5
0,0.933333333
0.416666667,0.72972973
0.764705882,0.727272727
0,0.5
0.363636364,0.533333333
0.590909091,0.473684211
0.620689655,0.6
0,0.333333333
0,0.8
0.772727273,0.4
0.68,0.555555556
0.740740741,1
0,0.72
0.5,0.769230769
0.866666667,0.666666667
0.157894737,0.2
0,0.714285714
0.64,0.769230769
0.710526316,0.416666667
0,0.578947368
0.727272727,0.684210526
0.578947368,0.846153846
0,0.821428571
0,0.846153846
0.571428571,0.411764706
0,0.894736842
0,0.76
0.827586207,0.666666667
0,0.642857143
0.647058824,0.628571429
0,0.5
0.909090909,0.8
0,0.625
0,0.875
0,0.545454545
0.625,0.470588235
0,0.636363636
0,0.769230769
0,0.9
0,0.545454545
0.555555556,0.833333333
0,0.636363636
0,0.863636364
0.454545455,0.357142857
0.862068966,0.909090909
0.470588235,0.916666667
0,1
0,0.6875
0,0.846153846
0,0.5
0,0.545454545
0,0.454545455
0,0.45
0.793103448,0.923076923
0,0.8
0.692307692,0.818181818
0.928571429,0.6875
0.448275862,0.944444444
0,0.711111111
0,0.764705882
0.555555556,0.916666667
0.923076923,0.851851852
0.933333333,0.4
0.896551724,0.945945946
0.772727273,0.916666667
0.75,0.759259259
0,0.9
0,0.746031746
0.730769231,0.6
0.84,0.6
0,0.538461538
0.62962963,0.612903226
0,0.5
0.75,0.894736842
0,0.823529412
0.566037736,0.666666667
0,0.833333333
0.5,0.769230769
0.2,0.857142857
0.9,0.777777778
0,0.578947368
0,0.266666667
0.774193548,0.884615385
0.235294118,0.745454545
0,0.583333333
0,0.666666667
0.470588235,0.882352941
0,0.8125
0.714285714,0.555555556
0.666666667,0.7
0.789473684,0.75
0,0.692307692
0,0.769230769
0,0.769230769
0,0.444444444
0.636363636,0.6875
0,0.65
0.8,0.745762712
0.482758621,1
0.411764706,1
0.833333333,0.611111111
0,0.833333333
0.642857143,0.818181818
0,0.909090909
0,0.444444444
0,0.875
0,0.714285714
0.92,0.933333333
0,0.8
0,0.611111111
0.666666667,0.833333333
0,0.88
0.886363636,0.583333333
0,0.421052632
0.833333333,1
0.8125,0.833333333
0.742857143,0.592592593
0,0.8
0.55,0.542857143
0.692307692,0.454545455
0.947368421,0.666666667
0,0.705882353
0,0.714285714
0.769230769,0.896551724
0.727272727,0.666666667
0,0.777777778
0.694444444,0.692307692
0,0.842105263
0,0.586206897
0,0.923076923
0,0.777777778
0,0.818181818
0.461538462,0.833333333
0,0.666666667
0.846153846,0.666666667
0,0.888888889
0.966666667,0.75
0,0.941176471
0,0.181818182
0,0.727272727
0,0.7
0.413793103,0.909090909
0.821428571,0.733333333
0.565217391,0.9375
0,0.730769231
0.818181818,0.769230769
0.526315789,0.75
0.870967742,0.375
0.764705882,0.826086957
0,0.8
0.678571429,0.761904762
0,0.862068966
0.827586207,0.888888889
0,0.789473684
0,0.764705882
0.666666667,0.785714286
0,0.884615385
0,0.8
0,1
0,0.266666667
0,0.75
0.727272727,0.454545455
0.958333333,1
0,0.888888889
0,0.642857143
0,0.882352941
0,0.5
0.466666667,0.333333333
0.588235294,0.833333333
0,0.923076923
0.821428571,0.916666667
0,0.636363636
0.772727273,0.857142857
0.569230769,0.727272727
0,1
0.888888889,0.611111111
0.842105263,0.730769231
0,0.875
0,0.722222222
0.789473684,0.681818182
0.416666667,0.818181818
0.5,0.6875
0,0.9375
0.8,0.888888889
0,0.708333333
0,0.75
0.320754717,0.625
0,0.954545455
0,0.4375
0,0.666666667
0.733333333,0.666666667
0,0.5625
0,0.533333333
0,0.75
0,0.909090909
0.548387097,0.47826087
0,0.9
0,0.75
0,0.75
0,0.944444444
0,0.8
0,0.384615385
0,0.5625
0.821428571,0.875
0.575,0.875
0.8,0.444444444
0,0.722222222
0,0.6875
0,0.944444444
0.666666667,0.7
0.88,0.466666667
0.833333333,0.375
0,0.571428571
0,0.9
0.823529412,0.727272727
0.733333333,0.75
0.75,0.909090909
0,0.428571429
0.8,0.565217391
0,0.875
0,0.636363636
0,0.56
0,0.694444444
0.875,0.230769231
0.605263158,0.526315789
0.904761905,0.863636364
0,0.727272727
0,0.444444444
0,0.75
0.647058824,0.571428571
0,0.631578947
0,0.846153846
0.722222222,0.941176471
0.352941176,0.75
0.837209302,0.275862069
1,0.608695652
0.690909091,0.470588235
0,0.5
0.833333333,0.5
0.222222222,0.625
0,0.916666667
0.837837838,0.739130435
0.333333333,0.7
0,0.888888889
0.9,0.727272727
0.676470588,0.727272727
0,0.840909091
0.791666667,0.666666667
0.541666667,0.785714286
0,0.833333333
0,0.95
0,0.653846154
0,0.888888889
0,0.8125
0,0.75
0,0.916666667
0.65,0.851851852
0,0.604651163
0.352941176,0.842105263
0,0.5
0.818181818,0.909090909
0.833333333,0.666666667
0,0.807692308
0.254545455,0.603015075
0.685185185,0.75
1,0.8
0,0.625
0.80952381,0.785714286
0.454545455,0.833333333
0.3,0.857142857
0.642857143,0.8
0,0.461538462
0.75,0.888888889
0,0.722222222
0,0.944444444
0.84,0.8125
0.837209302,0.461538462
0,0.9
0.25,0.75
0.816326531,0.666666667
0.580645161,0.555555556
0.722222222,0.833333333
0,0.666666667
0.425531915,0.875
0,0.909090909
0,0.727272727
0,0.777777778
0.769230769,0.363636364
0,0.75
0.533333333,1
0,0.882352941
0.5,0.769230769
0.913043478,0.823529412
0,0.533333333
0.777777778,0.6
0.7,0.866666667
0,0.888888889
0.789473684,0.666666667
0,0.777777778
0,0.6
0.555555556,0.736842105
0.6875,0.473684211
0.916666667,0.5
0,0.416666667
0.727272727,0.5
0.741935484,0.833333333
0,0.68
0,0.2
0,0.692307692
0,0.5
0,0.428571429
0.954545455,0.583333333
0,0.933333333
0,0.705882353
0,0.730769231
0,0.538461538
0,0.636363636
0,0.307692308
0,0.333333333
0,0.444444444
0,0.785714286
0.710526316,0.272727273
0.863636364,0.909090909
0,0.735294118
0.846153846,0.75
0,0.9
0.8,0.875
0.613636364,0.769230769
0.730769231,0.538461538
0.615384615,0.75
0,0.9
0.448275862,0.92
0.1,0.8125
0.666666667,0.75
0,0.416666667
0.724137931,0.9
0.529411765,0.6
0,0.666666667
0,0.611940299
0,0.454545455
0,0.631578947
0,0.875
0.84,0.875
0,0.454545455
0,0.333333333
0.896551724,0.714285714
0,0.636363636
0,0.714285714
0.6,0.866666667
0,0.866666667
0,0.941176471
0,0.681818182
0,0.8125
0.892857143,0.826086957
0,0.5
0,0.727272727
0,0.769230769
1,0.25
0.833333333,0.363636364
0,0.571428571
0.583333333,0.933333333
0,0.454545455
0.6,0.794117647
0,0.571428571
0,0.571428571
0.777777778,0.931034483
0,0.675675676
0,0.827586207
0,0.923076923
0,0.6
0,0.675675676
0.409090909,0.666666667
0,0.8
0,0.8
0.4,0.375
0.726027397,0.638888889
0,0.875
0,0.888888889
0.6,0.666666667
0,0.842105263
0,0.736842105
0,0.5625
0,0.847826087
0.551724138,0.818181818
0.647058824,1
0.5625,0.75862069
0,0.933333333
0.739130435,0.466666667
0,0.789473684
0,0.846153846
0,0.857142857
0,0.25
0.8,0.769230769
0.846153846,0.545454545
0.88,0.222222222
0,0.611111111
0.578947368,0.75
0,0.615384615
0,0.916666667
0,0.904761905
0.75862069,0.846153846
0,0.8
0,0.941176471
0,0.882352941
0.571428571,0.583333333
0.666666667,0.571428571
0,0.636363636
0,0.8
0.852941176,0.666666667
0,0.869565217
0.844444444,0.806451613
0.714285714,0.666666667
0,0.625
0,0.807692308
0.846153846,0.470588235
0,0.533333333
0,0.6875
0,0.769230769
0,0.806451613
0,0.6875
0,0.913043478
0.590909091,0.727272727
0,1
0.8125,0.611111111
0.7,0.642857143
0,0.733333333
0.64516129,0.696969697
0,0.545454545
0,0.9
0,0.24
0.857142857,0.533333333
0.866666667,0.727272727
0.9,1
0,0.8125
0.785714286,0.867924528
0.3125,1
0,0.764705882
0.866666667,0.314285714
1,0.766666667
0,0.533333333
0.571428571,1
0.777777778,0.941176471
0,0.85
0,0.8125
0,0.7
0.722222222,0.555555556
0.75,0.666666667
0,0.75
0.76,0.833333333
0.682926829,0.833333333
0,0.833333333
0,0.5
0.857142857,0.769230769
0.904761905,0.782608696
0,0.846153846
0,1
0,0.923076923
0.631578947,0.8
0,0.684210526
0,0.903225806
0,0.906976744
0,0.75
0.473684211,0.833333333
0.958333333,0.555555556
0,0.454545455
0,0.5
0.818181818,0.676923077
0,0.75
0.774193548,0.823529412
0,0.666666667
0,0.772727273
0.5,0.75
0,1
0,0.833333333
0.72,0.727272727
0,0.583333333
0,0.041666667
0,0.727272727
0.22,0.642857143
0,0.8125
0.736842105,0.617647059
0,0.928571429
0,0.821428571
0.741935484,0.705882353
0.086956522,0.75
0.666666667,0.814814815
0.777777778,0.815789474
0.647058824,1
0.617647059,0.56
0,0.551724138
0,0.842105263
0.714285714,0.615384615
0.727272727,0.833333333
0,0.714285714
0.725490196,1
0.92,0.860465116
0,1
0,0.818181818
0,0.785714286
0,0.818181818
0.727272727,0.769230769
0,0.674796748
0,0.75
0,0.816666667
0,0.714285714
0,0.823529412
0,0.904761905
0,0.909090909
0.681818182,0.9375
0,0.611111111
0,0.875
0.84,0.75
0,0.833333333
0,0.870967742
0.694444444,0.933333333
0.8,0.52
0,0.636363636
0,0.384615385
0.8,0.9
0,0.733333333
0,0.9
0.631578947,0.833333333
0.8,0.733333333
0.5,0
0,0.307692308
0,0.791666667
0.733333333,0.8
0,0.6
0,0.823529412
0,0.8
0.696969697,0.615384615
0.666666667,0.846153846
0,0.5
0.777777778,0.451612903
0,0.916666667
0,0.95
0,0.764705882
0.806451613,0.55
0.52173913,0.642857143
0,0.606060606
0,0.5
0,0.388888889
0.666666667,0.666666667
0,0.9
0,0.823529412
0,0.9375
0,0.625
0,0.714285714
0.8125,0
0,0.923076923
0,0.789473684
0.071428571,0.777777778
0,0.674418605
0.885714286,0.958333333
0.933333333,0.681818182
0,0.75
0,0.583333333
0,0.857142857
0,0.818181818
0.705882353,1
0,0.585365854
0,0.818181818
0,0.476190476
0,0.821428571
0.75862069,0.8
0,0.454545455
0,1
0,0.857142857
0,0.7
0.829787234,0.714285714
0,0.823529412
0,0.833333333
0.904761905,0.843137255
0.833333333,0.75
0,0.916666667
0,0.733333333
0,0.6
0,0.7
0.545454545,0.615384615
0,1
0,0.666666667
0,0.761904762
0,0.64
0,0.705882353
0,1
0.714285714,0.75
0,0.55
0,0.846153846
0.75,0.818181818
0,0.388888889
0.588235294,0.692307692
0.777777778,0.611111111
0.971428571,0.571428571
0.909090909,0.727272727
0,0.652173913
0,0.921052632
0.903225806,0.666666667
0,1
0,0.772727273
0,0.75
0,0.9
0,0.888888889
0.745762712,0.882352941
0,0.615384615
0.125,0.866666667
0.736842105,0.818181818
0,0.636363636
0.705882353,0.785714286
0,0.714285714
0.607142857,0.888888889
0.75,0.6
0,0.666666667
0.5,0.666666667
0,0.818181818
0.777777778,0.894736842
0.362318841,0.92
0.823529412,0.68
0,0.666666667
0.647058824,0.857142857
0.592592593,0.722222222
0.6,0.428571429
0,0.714285714
0.923076923,1
0.928571429,0.454545455
0,0.615384615
1,0.647058824
0,0.666666667
0.814814815,0.4
0,0.625
0,0.785714286
0,0.208333333
0.785714286,0.5
0.75862069,0.5
0.636363636,0.611111111
0,0.833333333
0.761904762,0.8125
0,0.842105263
0,0.615384615
0,0.571428571
0,0.8
0,0.785714286
0.677419355,0
0.704545455,0.380952381
0.818181818,0.705882353
0,0.769230769
0.952380952,0.8
0,0.882352941
0.72,0.75
0,0.727272727
0.571428571,0.583333333
0,0.636363636
0.461538462,0.769230769
0,0.561403509
0.72972973,0.705882353
0.714285714,0.307692308
0,0.6875
0,0.833333333
0.125,0.818181818
0.666666667,0.615384615
0.884615385,1
0,0.346153846
0.777777778,0.62962963
0.596491228,0.555555556
0,0.733333333
0.944444444,0.733333333
0,0.823529412
0,0.875
0,0.846153846
0.68,0.772727273
0.285714286,0.181818182
0,0.702702703
0.727272727,0.846153846
0.823529412,0.588235294
0.578947368,0.80952381
0,0.764705882
0.875,0.692307692
0,1
0,0.583333333
0,0.666666667
0.909090909,0.576923077
0.642857143,0.652173913
0,0.909090909
0,0.941176471
0.371428571,0.75
0.925,0.68
0,0.666666667
0,0.888888889
0,0.76
0.573170732,0.909090909
0,0.846153846
0.739130435,0.8
0,0.75
0.590909091,0.705882353
0,0.6
0.806451613,1
0.6,0.5625
0,0.769230769
0,0.866666667
0.222222222,0.916666667
0,0.368421053
0,0.678571429
0,0.25
0,0.785714286
0,0.363636364
0.666666667,0.861111111
0,0.882352941
0.5,0.647058824
0,0.818181818
0,0.3
0,0.928571429
0.8,0.583333333
0,0.785714286
0,0.625
0.818181818,0.636363636
0,0.722222222
0,0.769230769
0,0.6
0.788461538,0.6875
0,0.538461538
0,0.78125
0,0.444444444
0,0.722222222
0,0.894736842
0.5,0.708333333
0,0.7
0,0.8
0,0.6875
0,0.916666667
0,0.818181818
0,0.235294118
0,0.80952381
0.803030303,0.7
0,0.782608696
0,0.833333333
0,0.4
0.777777778,0.75
0,0.846153846
0.848484848,0.787878788
0,0.545454545
0.708333333,0.555555556
0.666666667,0.611111111
0,0.4375
0,0.909090909
0,0.75
0.625,0.916666667
0,0.923076923
0,0.777777778
0,0.833333333
0.611111111,1
0,0.5
0,0.5
0,0.764705882
0,0.586206897
0,0.722222222
0,0.473684211
0,0.80952381
0,0.777777778
0,0.684210526
0.882352941,0.625
0,0.625
0,0.625
0,0.403508772
0,0.8
0,0.852941176
0.705882353,0.454545455
0,0.733333333
0.846153846,0.714285714
0,0.533333333
0,0.8
0,0.777777778
0.771428571,0.823529412
0,0.763157895
0,0.352941176
0.833333333,0.727272727
0.5,0.882352941
0,0.833333333
0.636363636,0.916666667
0,0.555555556
0,0.777777778
0,0.846153846
0,0.4
0,0.470588235
0.85,0.916666667
0,0.818181818
0.217391304,0.6
0,0.642857143
0,0.769230769
0,0.666666667
0,0.428571429
0.631578947,0.375
0,0.961538462
0.787878788,0.545454545
0.694444444,0.818181818
0.25,0.916666667
0.590909091,0.692307692
0.759259259,0.647058824
0,0.692307692
0,0.545454545
0.863636364,0.818181818
0,0.545454545
0.65,0.666666667
0,0.923076923
0,0.285714286
0,0.8
0.826086957,0.555555556
0.363636364,0.5
0,0.651162791
0,0.8
0,0.625
1,0.818181818
0,0.5
0.575757576,0.666666667
0,0.866666667
0.25,1
0.87755102,0.3
0,0.615384615
0.84,0.125
0,0.631578947
0,0.647058824
0,0.545454545
0.636363636,0.7
0,0.826086957
0,1
0,0.8125
0.769230769,0.736842105
0,0.666666667
0,0.818181818
0.833333333,0.709677419
0,0.68
0,0.68
0.583333333,0.857142857
0,0.583333333
0.545454545,0.5
0,0.5
0,0.4
0,0.7
0,0.533333333
0,0.571428571
0,0.888888889
0.842105263,0.888888889
0,0.818181818
0.702702703,0.857142857
0.5,0.9
0,0.65
0.5625,0.764705882
0.741935484,0.818181818
0.791666667,0.588235294
0,0.68
0,0.729166667
0.630136986,0.755102041
0,0.862068966
0,0.777777778
0,0.705882353
0,0.857142857
0,0.967741935
0.9375,0.8
0,0.677419355
0.346153846,0.764705882
0.529411765,0.793103448
0,0.761904762
0,0.777777778
0.846153846,0.5625
0.8125,0.6875
0,0.5
0,0.761904762
0.780487805,0.8
0.720930233,0.666666667
0.9,0.631578947
1,0.893617021
0.88,0.545454545
0,0.923076923
0.654545455,0.8125
0,0.6875
0.444444444,1
0,0.857142857
0,0.875
0.6,0.846153846
0,0.714285714
0,0.75
0.588235294,1
0.894736842,0.24137931
0,1
0.615384615,0.647058824
0.962962963,0.764705882
0.3,0.8125
0,0.571428571
0.782608696,0.5
0,0.730337079
0,0.666666667
0.217391304,0.75
0,0.25
0.68,0.769230769
0.6875,1
0.931034483,0.782608696
0,0.571428571
0,0.333333333
0.78125,0.583333333
0.736842105,0.538461538
0,0.916666667
0.666666667,0.636363636
0,0.578947368
0,0.222222222
0,0.818181818
0.524390244,0.740740741
0.315789474,0.583333333
0,0.705882353
0,0.3
0.852941176,0.454545455
1,0.8125
0.857142857,0.647058824
0.673469388,1
0,0.777777778
0.8,0.3125
0,0.5
0,0.5
0.272727273,0.666666667
0,0.466666667
0,0.888888889
0,0.551724138
0,0.888888889
0.62962963,0.666666667
0,1
0,0.75
0.684210526,0.916666667
0.80952381,0.466666667
0.763157895,0.6
0.5,0.888888889
0,0.5
0.828571429,0.6
0.263157895,0.333333333
0.705882353,0.416666667
0.62962963,0.555555556
0.380952381,0.7
0,0.5625
0,0.545454545
0,0.444444444
0.8,0.833333333
0,0.615384615
0,0.571428571
0.9,0.777777778
0,0.88
0.75,0.407407407
0,0.735849057
0.470588235,0.756097561
0,0.5
0,0.878787879
0,0.833333333
0.846153846,0.470588235
0,0.620689655
0,0.666666667
0,0.95
0.8,0.615384615
0,0.25
0.8125,0.8
0.75,1
0.612903226,0.444444444
0,0.9
0,0.6875
0,0.25
0.538461538,0.733333333
0.933333333,0.761904762
0.691176471,0.7
0,1
0,0.666666667
0,0.875
0.28,0.3
0.904761905,0.75
0.682926829,0.833333333
0,1
0.137931034,0.5
0,0.842105263
0.884615385,0.797101449
0,0.3
0.689655172,0.583333333
1,0.888888889
0,0.363636364
0,0.941176471
0.782608696,0.75
0,0.428571429
0,0.428571429
0,0.657142857
0.814814815,0.62962963
0.8,0.833333333
0.84,0.727272727
0,0.4375
0.736842105,0.588235294
0.833333333,0.857142857
0,0.8
0,0.587628866
0,0.533333333
0,0.5
0,0.916666667
0.977272727,0.666666667
0,0.5
0,0.6875
1,0.76
0,0.517241379
0.653061224,0.79245283
0,0.483870968
0,0.545454545
0,0.3125
0,0.705882353
0,0.545454545
0,0.730769231
0.882352941,0.733333333
0,0.615384615
0,0.791666667
0.9,0.652173913
0,0.785714286
0.9375,0.6875
0.785714286,0.888888889
0.228571429,1
0.772727273,0.75
0.73015873,0.5
0.913043478,0.578947368
0,0.7
0,0.888888889
0,0.285714286
1,0.388888889
0,0.625
0.9375,0.482758621
0,0.375
0,0.764705882
0.533333333,0.761904762
0,0.75
0.651162791,0.578947368
0.45,0.787878788
0.75,0.866666667
0,0.454545455
0.761904762,0.53125
0,0.285714286
0,0.75
0.653846154,1
0.590909091,0.885714286
0.896551724,0.490909091
0,0.9
0.733333333,0.363636364
0,0.529411765
0.642857143,0.8
0,0.294117647
0,0.593220339
0.533333333,0.625
0.473684211,0.642857143
0,0.8
0.742857143,0.8
0.709677419,0.545454545
0.735294118,0.717948718
0.833333333,0.692307692
0.774193548,0.818181818
0.838709677,0.68
0.857142857,0.679245283
0,0.818181818
0.866666667,0.4
0.6,0.642857143
0,0.777777778
0,0.7
0.333333333,0.909090909
0.681818182,0.823529412
0.846153846,0.736842105
0.7,0.272727273
0,0.5
0.769230769,0.894736842
0,0.5
0,0.538461538
0,0.636363636
0.264705882,0.888888889
0,0.166666667
0,0.516129032
0,0.666666667
0.698795181,0.189189189
0.65625,0.653846154
0,0.888888889
0.130434783,0.75
0.714285714,0.571428571
0,0.578947368
0.857142857,0.15
0.466666667,0.388888889
0.789473684,0.866666667
0.571428571,0.64
0,0.222222222
0.636363636,0.181818182
0,0.454545455
0,0.727272727
0,0.785714286
0,0.333333333
0,0.5
0,0.272727273
0,0.3
0,0.75
0,0.5
0.705882353,0.846153846
0.611111111,0.75
0.866666667,0.68
0.666666667,0.546666667
0.925925926,0.862068966
0,0.575757576
0.894736842,0.692307692
0.87755102,0.4
0,0.694444444
0,0.75
0,0.222222222
0.631578947,0.75
0,0.588235294
0.703703704,0.916666667
0.8125,0.75
0,0.363636364
0.775510204,0.75
0,0.7
0,0.666666667
0.84375,0.714285714
0,0.636363636
0.888888889,0.777777778
0,0.9
0.55,0.615384615
0,0.772727273
0.860465116,0.65
0.826086957,0.2
0.637931034,0.5
0,0.8
0,0.352941176
0,0.333333333
0.90625,0.857142857
0,0.857142857
0.666666667,1
0,0.533333333
0.875,0.6
0,0.590909091
0.931034483,0.368421053
0.625,0.545454545
0,0.727272727
0,0.4
0.833333333,0.454545455
0.75,1
0,0.75
0,0.866666667
0,0.666666667
0.837209302,0.444444444
0,1
0.842105263,0.666666667
0,0.538461538
0,0.65
0,0.513513514
0.693548387,0.325925926
0,0.470588235
0.75,0.7
0,0.769230769
0,0.375
0,0.388888889
0.288659794,0.706896552
0,0.653061224
0.774193548,0.833333333
0.846153846,0.5
0.678571429,0.411764706
0.695652174,0.666666667
0,0.5
0,0.571428571
0.807692308,0.681818182
0,0.688888889
0,0.736842105
0,1
0.774193548,0.785714286
0,0.111111111
0,0.333333333
0.71875,0.642857143
0.307692308,0.75
0,0.823529412
0,0.826086957
0.5,0.555555556
0.780487805,0.875
0,0.285714286
0,0.9375
0,0.739130435
0,0.6
0,0.857142857
0,0.484848485
0,0.705882353
0,0.615384615
0.791666667,0.476190476
0,0.481481481
0.611111111,0.470588235
0,0.909090909
0,0.666666667
0.676470588,0.833333333
0.52,0.75
0,0.844444444
0.777777778,0.875
0.923076923,0.3
0,0.666666667
0.741935484,0.333333333
0,0.6875
0,0.705882353
0,0.736842105
0,1
0,0.6
0.476190476,0.64516129
0,0.5
0.525423729,0.681818182
0.612903226,0.4
0.615384615,0.842105263
0.647058824,0.473684211
0.724137931,0.666666667
0,0.5
0,0.863636364
0.666666667,0.827586207
0,0.916666667
0,0.75
0,0.791666667
0,0.444444444
0.782608696,0.542056075
0,1
0.857142857,1
0.6,0.916666667
0,0.666666667
0,0.823529412
0,0.666666667
0,0.615384615
0.866666667,0.6875
0.222222222,0.928571429
0,0.352941176
0,0.518518519
0.774193548,0.8
0,0
0.818181818,0.441176471
0.842105263,0.75
0.416666667,0.681818182
0,0.769230769
0.612244898,0.588235294
0,0.75
0,0.6
0,0.9
0,0.764705882
0,0.125
0,0.538461538
0,0.636363636
0,0.686567164
0,0.5
0.826530612,0.454545455
0,0.583333333
0,0.708333333
0.621621622,1
0,0.5
0.741935484,0.851851852
0,0.6
0,0.631578947
0,0.941176471
0,1
0,0.692307692
0,0.5625
0,0.333333333
0,0.75
0,0.125
0,0.476190476
0.857142857,0.8
0,0.928571429
0.533333333,0.105263158
0,0.25
0,0.884615385
0,0.909090909
0.888888889,1
0,0.727272727
0,0.54368932
0,0.619047619
0.6875,1
0.411764706,0.2
0,0.3
0,0.727272727
0.636363636,0.615384615
0.785714286,0.888888889
0,0.583333333
0,0.7
0,0.571428571
0.772727273,0.916666667
0,0.727272727
0,0.9
0,0.285714286
